identifier,location,name
challenge-beach-in-water-northwest-of-west-end-of-beach,challenge-beach,Challenge Beach (In the water northwest of the west end of the beach)
challenge-beach-in-water-west-of-path-to-tower-of-waters,challenge-beach,Challenge Beach (In the water west of the path to Tower of Waters)
challenge-beach-near-beach-east-of-den,challenge-beach,Challenge Beach (Near the beach east of the Den)
challenge-beach-near-beach-north-of-berry-tree,challenge-beach,Challenge Beach (Near the beach north of the berry tree)
challenge-beach-near-beach-north-of-berry-tree-next-to-den,challenge-beach,"Challenge Beach (Near the beach north of the berry tree, next to the Den)"
challenge-beach-near-beach-southwest-of-path-to-tower-of-waters,challenge-beach,Challenge Beach (Near the beach southwest of the path to Tower of Waters)
challenge-beach-near-den-west-beach,challenge-beach,Challenge Beach (Near the Den at the west beach)
challenge-beach-near-river-west-of-berry-tree,challenge-beach,Challenge Beach (Near the river west of the berry tree)
challenge-beach-north-end-of-path-to-tower-of-waters,challenge-beach,Challenge Beach (At the north end of the path to Tower of Waters)
challenge-beach-on-beach-between-two-dens,challenge-beach,Challenge Beach (On the beach between two Dens)
challenge-beach-on-beach-north-of-berry-tree-east-of-den,challenge-beach,Challenge Beach (On the beach north of the berry tree east of the Den)
challenge-beach-on-beach-north-of-den,challenge-beach,Challenge Beach (On the beach north of the Den)
challenge-beach-on-beach-south-of-path-to-tower-of-waters-near-forest-of-focus,challenge-beach,Challenge Beach (On the beach south of the path to Tower of Waters near the Forest of Focus)
challenge-beach-on-cliff-east-of-beach,challenge-beach,Challenge Beach (On the cliff east of the beach)
challenge-beach-on-path-to-tower-of-waters-above-halfway-near-water,challenge-beach,"Challenge Beach (On the path to Tower of Waters, above halfway near the water)"
challenge-beach-on-path-to-tower-of-waters-near-south-end,challenge-beach,Challenge Beach (On the path to Tower of Waters near the south end)
challenge-beach-on-path-to-tower-of-waters-near-tower-near-water,challenge-beach,"Challenge Beach (On the path to Tower of Waters near the tower, near the water)"
challenge-beach-on-path-to-tower-of-waters-southern-part,challenge-beach,"Challenge Beach (On the path to Tower of Waters, southern part)"
challenge-beach-open-field-southwest-of-path-to-tower-of-waters,challenge-beach,Challenge Beach (Open field southwest of the path to Tower of Waters)
challenge-beach-south-of-path-to-tower-of-waters-near-forest-of-focus-border,challenge-beach,Challenge Beach (South of the path to Tower of Waters near the Forest of Focus border)
challenge-beach-south-of-tower-of-waters-at-path-start,challenge-beach,Challenge Beach (South of Tower of Waters at the path start)
challenge-beach-south-of-tower-of-waters-near-path-start,challenge-beach,Challenge Beach (South of Tower of Waters near the path start)
challenge-beach-south-of-tower-of-waters-west-of-grass-around-den,challenge-beach,Challenge Beach (South of Tower of Waters west of the grass around the Den)
challenge-beach-south-part-west-of-berry-tree,challenge-beach,Challenge Beach (South part west of the berry tree)
challenge-beach-south-part-west-of-berry-tree-near-river,challenge-beach,Challenge Beach (South part west of the berry tree near the river)
challenge-beach-southwest-near-river-from-courageous-cavern-to-patch-of-grass,challenge-beach,Challenge Beach (Southwest near the river from Courageous Cavern to a patch of grass)
challenge-beach-west-beach-west-of-den,challenge-beach,Challenge Beach (West beach west of the Den)
challenge-beach-west-end-of-beach-above-water,challenge-beach,Challenge Beach (West end of the beach above the water)
challenge-beach-west-near-beach-edge,challenge-beach,Challenge Beach (West near the beach edge)
challenge-beach-west-of-forest-of-focus-border,challenge-beach,Challenge Beach (West of the Forest of Focus border)
challenge-road,challenge-road,Challenge Road
challenge-road-bottom-of-third-staircase,challenge-road,Challenge Road (Bottom of the third staircase)
challenge-road-den-behind-tower-of-darkness-common,challenge-road,Challenge Road (Den A - Behind the Tower of Darkness - Common)
challenge-road-den-behind-tower-of-darkness-rare,challenge-road,Challenge Road (Den A - Behind the Tower of Darkness - Rare)
challenge-road-den-edge-of-plateau-overlooking-ocean-right-at-second-crossroad-facing-tower-of-darkness-common,challenge-road,"Challenge Road (Den B - At the edge of the plateau overlooking the ocean, right at the second crossroad facing the Tower of Darkness - Common)"
challenge-road-den-edge-of-plateau-overlooking-ocean-right-at-second-crossroad-facing-tower-of-darkness-rare,challenge-road,"Challenge Road (Den B - At the edge of the plateau overlooking the ocean, right at the second crossroad facing the Tower of Darkness - Rare)"
challenge-road-den-end-of-path-right-at-first-crossroad-facing-tower-of-darkness-through-tall-grass-behind-boulder-common,challenge-road,"Challenge Road (Den C - At the end of the path, right at the first crossroad facing the Tower of Darkness, through tall grass behind a boulder - Common)"
challenge-road-den-end-of-path-right-at-first-crossroad-facing-tower-of-darkness-through-tall-grass-behind-boulder-rare,challenge-road,"Challenge Road (Den C - At the end of the path, right at the first crossroad facing the Tower of Darkness, through tall grass behind a boulder - Rare)"
challenge-road-den-right-from-brawlers-cave-entrance-at-end-of-path-past-tall-grass-common,challenge-road,"Challenge Road (Den D - Right from Brawler's Cave entrance at the end of the path, past tall grass - Common)"
challenge-road-den-right-from-brawlers-cave-entrance-at-end-of-path-past-tall-grass-rare,challenge-road,"Challenge Road (Den D - Right from Brawler's Cave entrance at the end of the path, past tall grass - Rare)"
challenge-road-far-east-towards-den,challenge-road,Challenge Road (Far east towards Den)
challenge-road-near-brawlers-cave-entrance,challenge-road,Challenge Road (Near Brawler's Cave entrance)
challenge-road-top-of-first-staircase,challenge-road,Challenge Road (Top of the first staircase)
challenge-road-top-of-second-staircase,challenge-road,Challenge Road (Top of the second staircase)
challengers-cave,challengers-cave,Challengers Cave
challengers-cave-1f,challengers-cave,Challengers Cave (1F)
challengers-cave-b1f,challengers-cave,Challengers Cave (B1F)
challengers-cave-b2f,challengers-cave,Challengers Cave (B2F)
chamber-of-emptiness,kalos-route-22,Chamber of Emptiness
chargestone-cave,chargestone-cave,Chargestone Cave
chargestone-cave-1f,chargestone-cave,Chargestone Cave (1F)
chargestone-cave-b1f,chargestone-cave,Chargestone Cave (B1F)
chargestone-cave-b2f,chargestone-cave,Chargestone Cave (B2F)
chargestone-cavern,chargestone-cavern,Chargestone Cavern
chargestone-cavern-cave,chargestone-cavern,Chargestone Cavern (Cave)
chargestone-cavern-chargestone,chargestone-cavern,Chargestone Cavern (Chargestone)
chargestone-cavern-volcano,chargestone-cavern,Chargestone Cavern (Volcano)
chargestone-cavern-wasteland,chargestone-cavern,Chargestone Cavern (Wasteland)
cherrygrove-city,cherrygrove-city,Cherrygrove City
chilling-waterhead-cave,chilling-waterhead,Chilling Waterhead (Cave)
chilling-waterhead-cave-water,chilling-waterhead,Chilling Waterhead (Cave - Water)
cianwood-city,cianwood-city,Cianwood City
cinnabar-island,cinnabar-island,Cinnabar Island
cinnabar-lab,cinnabar-lab,Cinnabar Lab
circhester,circhester,Circhester
clamberclaw-cliffs,clamberclaw-cliffs,Clamberclaw Cliffs
clay-tunnel,clay-tunnel,Clay Tunnel
cliff-cave,cliff-cave,Cliff Cave
cliff-edge-gate,cliff-edge-gate,Cliff Edge Gate
cloudcap-pass,cloudcap-pass,Cloudcap Pass
cloudpool-ridge,cloudpool-ridge,Cloudpool Ridge
coastal-biome,coastal-biome,Coastal Biome
coastal-biome-bridgeside-cave,coastal-biome,Coastal Biome (Bridgeside Cave)
coastal-biome-cave,coastal-biome,Coastal Biome (Cave)
coastal-biome-coastal-plaza-island-bamboo-forest,coastal-biome,Coastal Biome (Coastal Plaza Island - Bamboo Forest)
coastal-biome-coastal-plaza-island-desert,coastal-biome,Coastal Biome (Coastal Plaza Island - Desert)
coastal-biome-coastal-plaza-island-ocean,coastal-biome,Coastal Biome (Coastal Plaza Island - Ocean)
coastal-biome-coastal-plaza-island-prairie,coastal-biome,Coastal Biome (Coastal Plaza Island - Prairie)
coastal-biome-coastal-plaza-island-rocky-area,coastal-biome,Coastal Biome (Coastal Plaza Island - Rocky Area)
coastal-biome-desert,coastal-biome,Coastal Biome (Desert)
coastal-biome-ocean,coastal-biome,Coastal Biome (Ocean)
coastal-biome-prairie,coastal-biome,Coastal Biome (Prairie)
coastal-biome-rest-area-cave,coastal-biome,Coastal Biome (Rest Area Cave)
coastal-biome-rocky-area,coastal-biome,Coastal Biome (Rocky Area)
coastal-biome-southeast-beach-desert,coastal-biome,Coastal Biome (Southeast Beach - Desert)
coastal-biome-southeast-beach-flower,coastal-biome,Coastal Biome (Southeast Beach - Flower)
coastal-biome-southeast-beach-ocean,coastal-biome,Coastal Biome (Southeast Beach - Ocean)
coastal-biome-southeast-beach-prairie,coastal-biome,Coastal Biome (Southeast Beach - Prairie)
coastal-biome-southeast-beach-rocky-area,coastal-biome,Coastal Biome (Southeast Beach - Rocky Area)
coastal-biome-torchlit-mountain-flower,coastal-biome,Coastal Biome (Torchlit Mountain - Flower)
coastal-biome-torchlit-mountain-prairie,coastal-biome,Coastal Biome (Torchlit Mountain - Prairie)
coastal-biome-torchlit-mountain-riverside,coastal-biome,Coastal Biome (Torchlit Mountain - Riverside)
coastal-biome-torchlit-mountain-rocky-area,coastal-biome,Coastal Biome (Torchlit Mountain - Rocky Area)
coastal-plaza,coastal-biome,Coastal Plaza
cobalt-coastlands,cobalt-coastlands,Cobalt Coastlands
cold-storage,cold-storage,Cold Storage
cold-storage-outside,cold-storage,Cold Storage (Outside)
colonnade-hollow,colonnade-hollow,Colonnade Hollow
connecting-cave,connecting-cave,Connecting Cave
contest-hall,contest-hall,Contest Hall
coronet-highlands,coronet-highlands,Coronet Highlands
cortondo,cortondo,Cortondo
cottonsedge-prairie,cottonsedge-prairie,Cottonsedge Prairie
coumarine-city,coumarine-city,Coumarine City
courageous-cavern,courageous-cavern,Courageous Cavern
courageous-cavern-den-along-path-right-of-split-from-challenge-beach-turn-left-before-exit-common,courageous-cavern,"Courageous Cavern (Den A - Along the path right of the split from Challenge Beach, turn left before exit - Common)"
courageous-cavern-den-along-path-right-of-split-from-challenge-beach-turn-left-before-exit-rare,courageous-cavern,"Courageous Cavern (Den A - Along the path right of the split from Challenge Beach, turn left before exit - Rare)"
courageous-cavern-den-directly-ahead-from-challenge-beach-entrance-in-alcove-along-right-side-common,courageous-cavern,Courageous Cavern (Den B - Directly ahead from Challenge Beach entrance in alcove along the right side - Common)
courageous-cavern-den-directly-ahead-from-challenge-beach-entrance-in-alcove-along-right-side-rare,courageous-cavern,Courageous Cavern (Den B - Directly ahead from Challenge Beach entrance in alcove along the right side - Rare)
courageous-cavern-den-down-slope-left-side-from-challenge-beach-behind-middle-rock-common,courageous-cavern,"Courageous Cavern (Den C - Down the slope on the left side from Challenge Beach, behind the middle rock - Common)"
courageous-cavern-den-down-slope-left-side-from-challenge-beach-behind-middle-rock-rare,courageous-cavern,"Courageous Cavern (Den C - Down own the slope on the left side from Challenge Beach, behind the middle rock - Rare)"
courageous-cavern-den-down-slope-left-side-from-challenge-beach-left-of-middle-rock-common,courageous-cavern,"Courageous Cavern (Den D - Down the slope on the left side from Challenge Beach, left of the middle rock - Common)"
courageous-cavern-den-down-slope-left-side-from-challenge-beach-left-of-middle-rock-rare,courageous-cavern,"Courageous Cavern (Den D - Down the slope on the left side from Challenge Beach, left of the middle rock - Rare)"
courageous-cavern-den-down-slope-left-side-from-challenge-beach-right-of-middle-rock-common,courageous-cavern,"Courageous Cavern (Den E - Down the slope on the left side from Challenge Beach, right of the middle rock - Common)"
courageous-cavern-den-down-slope-left-side-from-challenge-beach-right-of-middle-rock-rare,courageous-cavern,"Courageous Cavern (Den E - Down the slope on the left side from Challenge Beach, right of the middle rock - Rare)"
courageous-cavern-den-on-land-left-after-heading-down-underground-stream-up-slope-from-split-path-from-challenge-beach-common,courageous-cavern,"Courageous Cavern (Den F - On land to the left after heading down the underground stream, up the slope from the split path from Challenge Beach - Common)"
courageous-cavern-den-on-land-left-after-heading-down-underground-stream-up-slope-from-split-path-from-challenge-beach-rare,courageous-cavern,"Courageous Cavern (Den F - On land to the left after heading down the underground stream, up the slope from the split path from Challenge Beach - Rare)"
courageuos-cavern-along-long-path-to-from-loop-lagoon,courageous-cavern,Courageous Cavern (Along the long path to/from Loop Lagoon)
courageuos-cavern-beside-long-path-to-from-loop-lagoon,courageous-cavern,Courageous Cavern (Beside the long path to/from Loop Lagoon)
courageuos-cavern-between-challenge-beach-and-loop-lagoon,courageous-cavern,Courageous Cavern (Between Challenge Beach and Loop Lagoon)
courageuos-cavern-dead-end-of-stream-on-top-level,courageous-cavern,Courageous Cavern (Dead end of the stream on the top level)
courageuos-cavern-down-descending-path-from-intersection,courageous-cavern,Courageous Cavern (Down the descending path from the intersection)
courageuos-cavern-east-of-den-near-challenge-beach-entrance,courageous-cavern,Courageous Cavern (East of Den near Challenge Beach entrance)
courageuos-cavern-end-of-stream,courageous-cavern,Courageous Cavern (End of the stream)
courageuos-cavern-in-stream-from-loop-lagoon,courageous-cavern,Courageous Cavern (In the stream from Loop Lagoon)
courageuos-cavern-intersection-near-den,courageous-cavern,Courageous Cavern (Intersection near Den)
courageuos-cavern-intersection-near-path-up,courageous-cavern,Courageous Cavern (Intersection near the path up)
courageuos-cavern-midpoint-of-stream,courageous-cavern,Courageous Cavern (Midpoint of the stream)
courageuos-cavern-near-loop-lagoon-entrance,courageous-cavern,Courageous Cavern (Near Loop Lagoon entrance)
courageuos-cavern-on-top-level,courageous-cavern,Courageous Cavern (On the top level)
couriway-town,couriway-town,Couriway Town
crescent-isle,crescent-isle,Crescent Isle
crevasse-passage,crevasse-passage,Crevasse Passage
crimson-mirelands,crimson-mirelands,Crimson Mirelands
crossing-slope,crossing-slope,Crossing Slope
crown-shrine,crown-shrine,Crown Shrine
crown-shrine-den-common,crown-shrine,Crown Shrine (Den A - Common)
crown-shrine-den-rare,crown-shrine,Crown Shrine (Den A - Rare)
crystal-pool,crystal-pool,Crystal Pool
crystal-pool-cave,crystal-pool,Crystal Pool (Cave)
crystal-pool-lake,crystal-pool,Crystal Pool (Lake)
crystal-pool-lake-caves-cave,crystal-pool,Crystal Pool (Lake Caves Cave)
crystal-pool-lake-caves-cave-water,crystal-pool,Crystal Pool (Lake Caves Cave Water)
crystal-pool-rocky-area,crystal-pool,Crystal Pool (Rocky Area)
cyllage-city,cyllage-city,Cyllage City
cyllage-gym,cyllage-city,Cyllage Gym
dalizapa-passage,dalizapa-passage,Dalizapa Passage
dalizapa-passage-northern-passage-cave,dalizapa-passage,Dalizapa Passage (Northern Passage - Cave)
dalizapa-passage-northern-passage-mountain,dalizapa-passage,Dalizapa Passage (Northern Passage - Mountain)
dalizapa-passage-northern-passage-rocky-area,dalizapa-passage,Dalizapa Passage (Northern Passage - Rocky Area)
dalizapa-passage-western-passage-prairie,dalizapa-passage,Dalizapa Passage (Western Passage - Prairie)
dalizapa-passage-western-passage-town,dalizapa-passage,Dalizapa Passage (Western Passage - Town)
dappled-grove,dappled-grove,Dappled Grove
dappled-grove-between-two-berry-trees-in-north,dappled-grove,Dappled Grove (Between two berry trees in the north)
dappled-grove-by-lakeshore-west-of-southeast-field-of-grass,dappled-grove,Dappled Grove (By the lakeshore west of the southeast field of grass)
