move,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_de,name_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_latn
bone-club,Bone Club,ホネこんぼう,ホネこんぼう,Hone Konbō,Massd’Os,Knochenkeule,Hueso Palo,Maza de Hueso,Ossoclava,뼈다귀치기,Ppyeo Dagwichigi,骨棒,骨棒,Gǔbàng / Gwātpáahng
fire-blast,Fire Blast,だいもんじ,だいもんじ,Dai Monji,Déflagration,Feuersturm,Llamarada,Llamarada,Fuocobomba,불대문자,Bul Daemunja,大字爆炎,大字爆炎,Dàzì Bàoyán / Daaihjih Baauyìhm
waterfall,Waterfall,たきのぼり,たきのぼり,Taki Nobori,Cascade,Kaskade,Cascada,Cascada,Cascata,폭포오르기,Pokpo Oreugi,攀瀑,攀瀑,Pān Pù / Pāanbuhk
clamp,Clamp,からではさむ,からではさむ,Kara de Hasamu,Claquoir,Schnapper,Tenaza,Tenaza,Tenaglia,껍질끼우기,Kkeopjil Kkiugi,貝殼夾擊,贝壳夹击,Bèiké Jiájí / Buihok Gaapgīk
swift,Swift,スピードスター,スピードスター,Supīdo Sutā,Météores,Sternschauer,Meteoros,Meteoros,Comete,스피드스타,Speed Star,高速星星,高速星星,Gāosù Xīngxīng / Gōuchūk Sīngsīng
skull-bash,Skull Bash,ロケットずつき,ロケットずつき,Rokketo Zutsuki,Coud’Krâne,Schädelwumme,Cabezazo,Cabezazo,Capocciata,로켓박치기,Rocket Bakchigi,火箭頭錘,火箭头锤,Huǒjiàn Tóuchuí / Fójin Tàuhchèuih
spike-cannon,Spike Cannon,とげキャノン,とげキャノン,Toge Kyanon,Picanon,Dornkanone,Clavo Cañón,Cañón de Púas,Sparalance,가시대포,Gasi Daepo,尖刺加農炮,尖刺加农炮,Jiāncì Jiānóngpào / Jīmchi Gānùhngpaau
constrict,Constrict,からみつく,からみつく,Karamitsuku,Constriction,Umklammerung,Restricción,Restricción,Limitazione,휘감기,Hwigamgi,纏繞,缠绕,Chánrào / Chìhnyíu
amnesia,Amnesia,ドわすれ,ドわすれ,Dowasure,Amnésie,Amnesie,Amnesia,Amnesia,Amnesia,망각술,Manggaksul,瞬間失憶,瞬间失忆,Shùnjiān Shīyì / Seungāan Sātyīk
kinesis,Kinesis,スプーンまげ,スプーンまげ,Supūn Mage,Télékinésie,Psykraft,Kinético,Kinético,Cinèsi,숟가락휘기,Sutgarak Hwigi,折彎湯匙,折弯汤匙,Zhéwān Tāngchí / Jitwāan Tōngchìh
soft-boiled,Soft-Boiled,タマゴうみ,タマゴうみ,Tamago Umi,E-Coque,Weichei,Ovocuración,Ovocuración,Covauova,알낳기,Alnaki,生蛋,生蛋,Shēngdàn / Sāangdáan
high-jump-kick,High Jump Kick,とびひざげり,とびひざげり,Tobihizageri,Pied Voltige,Turmkick,Patada Salto Alta,Patada Salto Alto,Calcinvolo,무릎차기,Mureupchagi,飛膝踢,飞膝踢,Fēixītī / Fēisāttek
glare,Glare,へびにらみ,へびにらみ,Hebi Nirami,Regard Médusant,Schlangenblick,Deslumbrar,Fulmirada,Sguardo Feroce,뱀눈초리,Baemnunchori,大蛇瞪眼,大蛇瞪眼,Dàshé Dèngyǎn / Daaihsèh Dāngngáahn
dream-eater,Dream Eater,ゆめくい,ゆめくい,Yume Kui,Dévorêve,Traumfresser,Comesueños,Comesueños,Mangiasogni,꿈먹기,Kkum Meokgi,食夢,食梦,Shímèng / Sihkmuhng
poison-gas,Poison Gas,どくガス,どくガス,Doku Gasu,Gaz Toxik,Giftwolke,Gas Venenoso,Gas Venenoso,Velenogas,독가스,Dok Gas,毒瓦斯,毒瓦斯,Dú Wǎsī / Duhk Ngáhsī
barrage,Barrage,たまなげ,たまなげ,Tamanage,Pilonnage,Stakkato,Bombardeo,Bombardeo,Attacco Pioggia,구슬던지기,Guseul Deonjigi,投球,投球,Tóuqiú / Tàuhkàuh
leech-life,Leech Life,きゅうけつ,きゅうけつ,Kyūketsu,Vampirisme,Blutsauger,Chupavidas,Chupavidas,Sanguisuga,흡혈,Heuphyeol,吸血,吸血,Xīxuè / Kāphyut
lovely-kiss,Lovely Kiss,あくまのキッス,あくまのキッス,Akuma no Kissu,Grobisou,Todeskuss,Beso Amoroso,Beso Amoroso,Demonbacio,악마의키스,Akma-yi Kiss,惡魔之吻,恶魔之吻,È'mó-zhī Wěn / Okmō-jī Máhn
sky-attack,Sky Attack,ゴッドバード,ゴッドバード,Goddo Bādo,Piqué,Himmelsfeger,Ataque Aéreo,Ataque Celestial,Aeroattacco,불새,Bul Sae,神鳥猛擊,神鸟猛击,Shénniǎo Měngjī / Sàhnníuh Máahnggīk
transform,Transform,へんしん,へんしん,Henshin,Morphing,Wandler,Transformación,Transformación,Trasformazione,변신,Byeonsin,變身,变身,Biànshēn / Binsān
bubble,Bubble,あわ,あわ,Awa,Écume,Blubber,Burbuja,Burbuja,Bolla,거품,Geopum,泡沫,泡沫,Pàomò / Póuhmuht
dizzy-punch,Dizzy Punch,ピヨピヨパンチ,ピヨピヨパンチ,Piyopiyo Panchi,Uppercut,Irrschlag,Puño Mareo,Puño Mareador,Stordipugno,잼잼펀치,Jaemjaem Punch,迷昏拳,迷昏拳,Míhūn Quán / Màihfān Kyùhn
spore,Spore,キノコのほうし,キノコのほうし,Kinoko no Hōshi,Spore,Pilzspore,Espora,Esporas,Spora,버섯포자,Beoseot Poja,蘑菇孢子,蘑菇孢子,Mógū Bāozǐ / Mòhgū Bāaují
flash,Flash,フラッシュ,フラッシュ,Furasshu,Flash,Blitz,Destello,Destello,Flash,플래시,Flash,閃光,闪光,Shǎnguāng / Símgwōng
psywave,Psywave,サイコウェーブ,サイコウェーブ,Saiko Uēbu,Vague Psy,Psywelle,Psicoonda,Psicoonda,Psiconda,사이코웨이브,Psycho Wave,精神波,精神波,Jīngshén Bō / Jīngsàhn Bō
splash,Splash,はねる,はねる,Haneru,Trempette,Platscher,Salpicadura,Salpicadura,Splash,튀어오르기,Twieo Oreugi,躍起,跃起,Yuèqǐ / Yeuhkhéi
acid-armor,Acid Armor,とける,とける,Tokeru,Acidarmure,Säurepanzer,Armadura Ácida,Armadura Ácida,Scudo Acido,녹기,Nokgi,溶化,溶化,Rónghuà / Yùhngfa
crabhammer,Crabhammer,クラブハンマー,クラブハンマー,Kurabu Hanma,Pince-Masse,Krabbhammer,Martillazo,Martillazo,Martellata,집게해머,Jjipge Hammer,蟹鉗錘,蟹钳锤,Xièqián Chuí / Háaihkìhm Chèuih
explosion,Explosion,だいばくはつ,だいばくはつ,Dai Bakuhatsu,Explosion,Explosion,Explosión,Explosión,Esplosione,대폭발,Dae Pokbal,大爆炸,大爆炸,Dà Bàozhà / Daaih Baauja
fury-swipes,Fury Swipes,みだれひっかき,みだれひっかき,Midare Hikkaki,Combo-Griffe,Kratzfurie,Golpes Furia,Garras Furiosas,Sfuriate,마구할퀴기,Magu Halkwigi,亂抓,乱抓,Luànzhuā / Lyuhnjáau
bonemerang,Bonemerang,ホネブーメラン,ホネブーメラン,Hone Būmeran,Osmerang,Knochmerang,Huesomerang,Huesomerang,Ossomerang,뼈다귀부메랑,Ppyeodagwi Boomerang,骨頭回力鏢,骨头回力镖,Gǔtou Huílìbiāo / Gwāttàuh Wùihlihkbīu
rest,Rest,ねむる,ねむる,Nemuru,Repos,Erholung,Descanso,Descanso,Riposo,잠자기,Jamjagi,睡覺,睡觉,Shuìjiào / Seuihgaau
rock-slide,Rock Slide,いわなだれ,いわなだれ,Iwa Nadare,Éboulement,Steinhagel,Avalancha,Avalancha,Frana,스톤샤워,Stone Shower,岩崩,岩崩,Yánbēng / Ngàahmbāng
hyper-fang,Hyper Fang,ひっさつまえば,ひっさつまえば,Hissatsu Maeba,Croc de Mort,Hyperzahn,Hipercolmillo,Hipercolmillo,Iperzanna,필살앞니,Pilsal Apni,必殺門牙,必杀门牙,Bìshā Ményá / Bītsaat Mùhnngàh
sharpen,Sharpen,かくばる,かくばる,Kakubaru,Affûtage,Schärfer,Afilar,Afilar,Affilatore,각지기,Gakjigi,稜角化,棱角化,Léngjiǎo Huà / Lìhnggok Fa
conversion,Conversion,テクスチャー,テクスチャー,Tekusuchā,Conversion,Umwandlung,Conversión,Conversión,Conversione,텍스처,Texture,紋理,纹理,Wénlǐ / Màhnléih
tri-attack,Tri Attack,トライアタック,トライアタック,Torai Atakku,Triplattaque,Triplette,Triataque,Triataque,Tripletta,트라이어택,Tri Attack,三重攻擊,三重攻击,Sānchóng Gōngjí / Sāamchùhng Gūnggīk
super-fang,Super Fang,いかりのまえば,いかりのまえば,Ikari no Maeba,Croc Fatal,Superzahn,Superdiente,Supercolmillo,Superzanna,분노의앞니,Bunno-yi Apni,憤怒門牙,愤怒门牙,Fènnù Ményá / Fáhnnouh Mùhnngàh
slash,Slash,きりさく,きりさく,Kirisaku,Tranche,Schlitzer,Cuchillada,Cuchillada,Lacerazione,베어가르기,Beeo Gareugi,劈開,劈开,Pīkāi / Pekhōi
substitute,Substitute,みがわり,みがわり,Migawari,Clonage,Delegator,Sustituto,Sustituto,Sostituto,대타출동,Daetachuldong,替身,替身,Tìshēn / Taisān
struggle,Struggle,わるあがき,わるあがき,Waruagaki,Lutte,Verzweifler,Forcejeo,Forcejeo,Scontro,발버둥,Balbeodung,掙扎,挣扎,Zhēngzhá / Jāngjaat
sketch,Sketch,スケッチ,スケッチ,Sukecchi,Gribouille,Nachahmer,Esquema,Boceto,Schizzo,스케치,Sketch,寫生,写生,Xiěshēng / Sésāng
triple-kick,Triple Kick,トリプルキック,トリプルキック,Toripuru Kikku,Triple Pied,Dreifachkick,Triple Patada,Triple Patada,Triplocalcio,트리플킥,Triple Kick,三連踢,三连踢,Sānliántī / Sāamlìhntek
thief,Thief,どろぼう,どろぼう,Dorobō,Larcin,Raub,Ladrón,Ladrón,Furto,도둑질,Dodukjil,小偷,小偷,Xiǎotōu / Síutāu
spider-web,Spider Web,クモのす,クモのす,Kumo no Su,Toile,Spinnennetz,Telaraña,Telaraña,Ragnatela,거미집,Geomijip,蛛網,蛛网,Zhūwǎng / Jyūmóhng
mind-reader,Mind Reader,こころのめ,こころのめ,Kokoro no Me,Lire-Esprit,Willensleser,Telépata,Telépata,Leggimente,마음의눈,Ma'eum-yi Nun,心之眼,心之眼,Xīn-zhī Yǎn / Sām-jī Ngáahn
nightmare,Nightmare,あくむ,あくむ,Akumu,Cauchemar,Nachtmahr,Pesadilla,Pesadilla,Incubo,악몽,Akmong,惡夢,恶梦,È'mèng / Ok'muhng
flame-wheel,Flame Wheel,かえんぐるま,かえんぐるま,Kaen Guruma,Roue de Feu,Flammenrad,Rueda Fuego,Rueda Ígnea,Ruotafuoco,화염바퀴,Hwayeom Jadongcha,火焰輪,火焰轮,Huǒyàn Lún / Fóyihm Lèuhn
snore,Snore,いびき,いびき,Ibiki,Ronflement,Schnarcher,Ronquido,Ronquido,Russare,코골기,Kogolgi,打鼾,打鼾,Dǎhān / Dáhòhn
curse,Curse,のろい,のろい,Noroi,Malédiction,Fluch,Maldición,Maldición,Maledizione,저주,Jeoju,詛咒,诅咒,Zǔzhòu / Jojau
flail,Flail,じたばた,じたばた,Jitabata,Gigotage,Dreschflegel,Azote,Azote,Flagello,바둥바둥,Badungbadung,抓狂,抓狂,Zhuākuáng / Jáaukwòhng
conversion-2,Conversion 2,テクスチャー２,テクスチャー２,Tekusuchā 2,Conversion 2,Umwandlung2,Conversión 2,Conversión 2,Conversione2,텍스처2,Texture 2,紋理２,纹理２,Wénlǐ2 / Màhnléih2
aeroblast,Aeroblast,エアロブラスト,エアロブラスト,Earoburasuto,Aéroblast,Luftstoß,Aerochorro,Aerochorro,Aerocolpo,에어로블라스트,Aeroblast,氣旋攻擊,气旋攻击,Qìxuán Gōngjí / Heisyùhn Gūnggīk
cotton-spore,Cotton Spore,わたほうし,わたほうし,Wata Hōshi,Spore Coton,Baumwollsaat,Esporagodón,Esporagodón,Cottonspora,목화포자,Mokhwa Poja,棉孢子,棉孢子,Mián Bāozǐ / Mìhn Bāaují
reversal,Reversal,きしかいせい,きしかいせい,Kishi Kaisei,Contre,Gegenschlag,Inversión,Inversión,Contropiede,기사회생,Gisa Hoesaeng,起死回生,起死回生,Qǐsǐhuíshēng / Héiséiwùihsāng
spite,Spite,うらみ,うらみ,Urami,Dépit,Groll,Rencor,Rencor,Dispetto,원한,Weonhan,怨恨,怨恨,Yuànhèn / Yunhahn
powder-snow,Powder Snow,こなゆき,こなゆき,Konayuki,Poudreuse,Pulverschnee,Nieve Polvo,Polvo de Nieve,Polneve,눈싸라기,Nun Ssaragi,細雪,细雪,Xìxuě / Saisyut
protect,Protect,まもる,まもる,Mamoru,Abri,Schutzschild,Protección,Protección,Protezione,방어,Bang'eo,守住,守住,Shǒuzhù / Sáujyuh
mach-punch,Mach Punch,マッハパンチ,マッハパンチ,Mahha Panchi,Mach Punch,Tempohieb,Ultrapuño,Superpuño,Pugnorapido,마하펀치,Mach Punch,音速拳,音速拳,Yīnsù Quán / Yāmchūk Kyùhn
scary-face,Scary Face,こわいかお,こわいかお,Kowai Kao,Grimace,Grimasse,Cara Susto,Cara Aterradora,Visotruce,겁나는얼굴,Geomnaneun Eolgul,鬼面,鬼面,Guǐmiàn / Gwáimihn
feint-attack,Feint Attack,だましうち,だましうち,Damashiuchi,Feinte,Finte,Finta,Ataque Finta,Finta,속여때리기,Sogyeo Ttaerigi,出奇一擊,出奇一击,Chūqí Yījī / Chēutkèih Yātgīk
sweet-kiss,Sweet Kiss,てんしのキッス,てんしのキッス,Tenshi no Kissu,Doux Baiser,Bitterkuss,Beso Dulce,Beso Dulce,Dolcebacio,천사의키스,Cheonsa-ui Kiss,天使之吻,天使之吻,Tiānshǐ-zhī Wěn / Tīnsi-jī Máhn
belly-drum,Belly Drum,はらだいこ,はらだいこ,Haradaiko,Cognobidon,Bauchtrommel,Tambor,Tambor,Panciamburo,배북,Baebuk,腹鼓,腹鼓,Fùgǔ / Fūkgú
sludge-bomb,Sludge Bomb,ヘドロばくだん,ヘドロばくだん,Hedoro Bakudan,Bombe Beurk,Matschbombe,Bomba Lodo,Bomba Lodo,Fangobomba,오물폭탄,Omul Poktan,污泥炸彈,污泥炸弹,Wūní Zhàdàn / Wūnàih Jadáan
mud-slap,Mud-Slap,どろかけ,どろかけ,Dorokake,Coud’Boue,Lehmschelle,Bofetón Lodo,Bofetón Lodo,Fangosberla,진흙뿌리기,Jinheuk Ppurigi,擲泥,掷泥,Zhìní / Jaahknàih
octazooka,Octazooka,オクタンほう,オクタンほう,Okutank Hō,Octazooka,Octazooka,Pulpocañón,Octazuca,Octazooka,대포무노포,Daepomuno Po,章魚桶炮,章鱼桶炮,Zhāngyútǒng Pào / Jēungyùhtúng Paau
spikes,Spikes,まきびし,まきびし,Makibishi,Picots,Stachler,Púas,Púas,Punte,압정뿌리기,Apjeong Ppurigi,撒菱,撒菱,Sālíng / Saatlìhng
zap-cannon,Zap Cannon,でんじほう,でんじほう,Denjihō,Élecanon,Blitzkanone,Electrocañón,Electrocañón,Falcecannone,전자포,Jeonjapo,電磁炮,电磁炮,Diàncí Pào / Dihnchìh Paau
foresight,Foresight,みやぶる,みやぶる,Miyaburu,Clairvoyance,Scharfblick,Profecía,Visión,Preveggenza,꿰뚫어보기,Kkwettul'eobogi,識破,识破,Shìpò / Sīkpo
destiny-bond,Destiny Bond,みちづれ,みちづれ,Michizure,Lien du Destin,Abgangsbund,Mismo Destino,Lazo del Destino,Destinobbligato,길동무,Gil Dongmu,同命,同命,Tóngmìng / Tùhngmehng
perish-song,Perish Song,ほろびのうた,ほろびのうた,Horobi no Uta,Requiem,Abgesang,Canto Mortal,Canto Mortal,Ultimocanto,멸망의노래,Myeolmang-yi Norae,滅亡之歌,灭亡之歌,Mièwáng-zhī Gē / Mihtmòhng-jī Gō
icy-wind,Icy Wind,こごえるかぜ,こごえるかぜ,Kogoeru Kaze,Vent Glace,Eissturm,Viento Hielo,Viento Helado,Ventogelato,얼어붙은바람,Eolda Baram,冰凍之風,冰冻之风,Bīngdòng-zhī Fēng / Bīngdung-jī Fūng
detect,Detect,みきり,みきり,Mikiri,Détection,Scanner,Detección,Detección,Individua,판별,Panbyeol,看穿,看穿,Kànchuān / Honchyūn
bone-rush,Bone Rush,ボーンラッシュ,ボーンラッシュ,Bōn Rasshu,Charge Os,Knochenhatz,Ataque Óseo,Hueso Veloz,Ossoraffica,본러시,Bone Rush,骨棒亂打,骨棒乱打,Gǔbàng Luàndǎ / Gwātpáahng Lyuhndá
lock-on,Lock-On,ロックオン,ロックオン,Rokku On,Verrouillage,Zielschuss,Fijar Blanco,Fijar Blanco,Localizza,록온,Lock On,鎖定,锁定,Suǒdìng / Sódihng
outrage,Outrage,げきりん,げきりん,Gekirin,Colère,Wutanfall,Enfado,Enfado,Oltraggio,역린,Yeokrin,逆鱗,逆鳞,Nìlín / Yihklèuhn
sandstorm,Sandstorm,すなあらし,すなあらし,Suna Arashi,Tempête de Sable,Sandsturm,Tormenta de Arena,Tormenta de Arena,Terrempesta,모래바람,Morae Baram,沙暴,沙暴,Shābào / Sābouh
giga-drain,Giga Drain,ギガドレイン,ギガドレイン,Giga Dorein,Giga-Sangsue,Gigasauger,Gigadrenado,Gigadrenado,Gigassorbimento,기가드레인,Giga Drain,終極吸取,终极吸取,Zhōngjí Xīqǔ / Jūnggihk Kāpchéui
endure,Endure,こらえる,こらえる,Koraeru,Ténacité,Ausdauer,Aguante,Aguante,Resistenza,버티기,Beotigi,挺住,挺住,Tǐngzhù / Tíhngjyuh
charm,Charm,あまえる,あまえる,Amaeru,Charme,Charme,Encanto,Encanto,Fascino,애교부리기,Aegyo Burigi,撒嬌,撒娇,Sājiāo / Saatgīu
rollout,Rollout,ころがる,ころがる,Korogaru,Roulade,Walzer,Rodar,Rodada,Rotolamento,구르기,Gureugi,滾動,滚动,Gǔndòng / Gwánduhng
false-swipe,False Swipe,みねうち,みねうち,Mineuchi,Faux-Chage,Trugschlag,Falso Tortazo,Falsa Bofetada,Falsofinale,칼등치기,Kaldeungchigi,點到為止,点到为止,Diǎn-dào Wéizhǐ / Dím-dou Wàihjí
swagger,Swagger,いばる,いばる,Ibaru,Vantardise,Angeberei,Fanfarronear,Fanfarronear,Bullo,뽐내기,Ppomnaegi,虛張聲勢,虚张声势,Xūzhāngshēngshì / Hēuijēungsīngsai
milk-drink,Milk Drink,ミルクのみ,ミルクのみ,Miruku Nomi,Lait à Boire,Milchgetränk,Batido,Licuado,Buonlatte,우유마시기,Uyu Masigi,喝牛奶,喝牛奶,Hē Niúnǎi / Hot Ngàuhnáaih
spark,Spark,スパーク,スパーク,Supāku,Étincelle,Funkensprung,Chispa,Chispa,Scintilla,스파크,Spark,電光,电光,Diànguāng / Dihngwōng
fury-cutter,Fury Cutter,れんぞくぎり,れんぞくぎり,Renzoku Giri,Taillade,Zornklinge,Corte Furia,Corte Furia,Tagliofuria,연속자르기,Yeonsok Jareugi,連斬,连斩,Liánzhǎn / Lìhnjáam
steel-wing,Steel Wing,はがねのつばさ,はがねのつばさ,Hagane no Tsubasa,Ailes d’Acier,Stahlflügel,Ala de Acero,Ala de Acero,Alacciaio,강철날개,Gangcheol Nalgae,鋼翼,钢翼,Gāngyì / Gongyihk
mean-look,Mean Look,くろいまなざし,くろいまなざし,Kuroi Manazashi,Regard Noir,Horrorblick,Mal de Ojo,Mal de Ojo,Malosguardo,검은눈빛,Geom-eun Nunbit,黑色目光,黑色目光,Hēisè Mùguāng / Hāksīk Muhkgwōng
attract,Attract,メロメロ,メロメロ,Meromero,Attraction,Anziehung,Atracción,Atracción,Attrazione,헤롱헤롱,Herongherong,迷人,迷人,Mírén / Màihyàhn
sleep-talk,Sleep Talk,ねごと,ねごと,Negoto,Blabla Dodo,Schlafrede,Sonámbulo,Sonámbulo,Sonnolalia,잠꼬대,Jamkkodae,夢話,梦话,Mènghuà / Muhngwah
heal-bell,Heal Bell,いやしのすず,いやしのすず,Iyashi no Suzu,Glas de Soin,Vitalglocke,Cascabel Cura,Cascabel Sanador,Rintoccasana,치료방울,Chiryo Bang'ul,治癒鈴聲,治愈铃声,Zhìyù Língshēng / Jihyuh Lìhngsēng
return,Return,おんがえし,おんがえし,Ongaeshi,Retour,Rückkehr,Retribución,Retribución,Ritorno,은혜갚기,Eunhye Gapgi,報恩,报恩,Bào'ēn / Bou'yān
present,Present,プレゼント,プレゼント,Purezento,Cadeau,Geschenk,Presente,Obsequio,Regalino,프레젠트,Present,禮物,礼物,Lǐwù / Láihmaht
frustration,Frustration,やつあたり,やつあたり,Yatsuatari,Frustration,Frustration,Frustración,Frustración,Frustrazione,화풀이,Hwapul'i,遷怒,迁怒,Qiānnù / Chīnnouh
safeguard,Safeguard,しんぴのまもり,しんぴのまもり,Shinpi no Mamori,Rune Protect,Bodyguard,Velo Sagrado,Velo Sagrado,Salvaguardia,신비의부적,Sinbiui Bujeok,神秘守護,神秘守护,Shénmì Shǒuhù / Sàhnbei Sáuwuh
pain-split,Pain Split,いたみわけ,いたみわけ,Itamiwake,Balance,Leidteiler,Divide Dolor,Dividedolor,Malcomune,아픔나누기,Apeum Nanugi,分擔痛楚,分担痛楚,Fēndān Tòngchǔ / Fāndāam Tungchó
sacred-fire,Sacred Fire,せいなるほのお,せいなるほのお,Seinaru Honō,Feu Sacré,Läuterfeuer,Fuego Sagrado,Fuego Sagrado,Magifuoco,성스러운불꽃,Seongseureoun Bulkkot,神聖之火,神圣之火,Shénshèng-zhī Huǒ / Sàhnsing-jī Fó
magnitude,Magnitude,マグニチュード,マグニチュード,Magunichūdo,Ampleur,Intensität,Magnitud,Magnitud,Magnitudo,매그니튜드,Magnitude,震級,震级,Zhènjí / Jankāp
dynamic-punch,Dynamic Punch,ばくれつパンチ,ばくれつパンチ,Bakuretsu Panchi,Dynamo-Poing,Wuchtschlag,Puño Dinámico,Puño Dinámico,Dinamipugno,폭발펀치,Pokbal Punch,爆裂拳,爆裂拳,Bàoliè Quán / Baauliht Kyùhn
megahorn,Megahorn,メガホーン,メガホーン,Megahōn,Mégacorne,Vielender,Megacuerno,Megacuerno,Megacorno,메가혼,Megapon,超級角擊,超级角击,Chāojí Jiǎojī / Chīukāp Gokgīk
dragon-breath,Dragon Breath,りゅうのいぶき,りゅうのいぶき,Ryū no Ibuki,Draco-Souffle,Feuerodem,Dragoaliento,Aliento Dragón,Dragospiro,용의숨결,Yong-ui Sumgyeol,龍息,龙息,Lóngxī / Lùhngsīk
baton-pass,Baton Pass,バトンタッチ,バトンタッチ,Baton Tacchi,Relais,Stafette,Relevo,Relevo,Staffetta,배턴터치,Baton Touch,接棒,接棒,Jiēbàng / Jippáahng
encore,Encore,アンコール,アンコール,Ankōru,Encore,Zugabe,Otra Vez,Otra Vez,Ripeti,앙코르,Encore,再來一次,再来一次,Zàiláiyīcì / Joilòihyātchi
pursuit,Pursuit,おいうち,おいうち,Oiuchi,Poursuite,Verfolgung,Persecución,Persecución,Inseguimento,따라가때리기,Ttaragattaerigi,追打,追打,Zhuīdǎ / Jēuidá
rapid-spin,Rapid Spin,こうそくスピン,こうそくスピン,Kōsoku Supin,Tour Rapide,Turbodreher,Giro Rápido,Giro Rápido,Rapigiro,고속스핀,Gosok Spin,高速旋轉,高速旋转,Gāosù Xuánzhuǎn / Gōuchūk Syùhnjyún
sweet-scent,Sweet Scent,あまいかおり,あまいかおり,Amai Kaori,Doux Parfum,Lockduft,Dulce Aroma,Dulce Aroma,Profumino,달콤한향기,Dalkomhan Hyanggi,甜甜香氣,甜甜香气,Tiántián Xiāngqì / Tìhmtìhm Hēunghei
iron-tail,Iron Tail,アイアンテール,アイアンテール,Aian Tēru,Queue de Fer,Eisenschweif,Cola Férrea,Cola de Hierro,Codacciaio,아이언테일,Iron Tail,鐵尾,铁尾,Tiěyǐ/Tiěwěi / Titméih
metal-claw,Metal Claw,メタルクロー,メタルクロー,Metaru Kurō,Griffe Acier,Metallklaue,Garra Metal,Garra de Metal,Ferrartigli,메탈클로,Metal Claw,金屬爪,金属爪,Jīnshǔ Zhuǎ / Gāmsuhk Jáau
vital-throw,Vital Throw,あてみなげ,あてみなげ,Ateminage,Corps Perdu,Überwurf,Llave Vital,Llave Vital,Vitaltiro,받아던지기,Bat'a Deonjigi,借力摔,借力摔,Jièlì Shuāi / Jelihk Sēui
morning-sun,Morning Sun,あさのひざし,あさのひざし,Asa no Hizashi,Aurore,Morgengrauen,Sol Matinal,Sol Matutino,Mattindoro,아침햇살,Achim Haetsal,晨光,晨光,Chénguāng / Sàhngwōng
synthesis,Synthesis,こうごうせい,こうごうせい,Kōgōsei,Synthèse,Synthese,Fotosíntesis,Fotosíntesis,Sintesi,광합성,Gwanghapseong,光合作用,光合作用,Guānghézuòyòng / Gwōnghahpjokyuhng
moonlight,Moonlight,つきのひかり,つきのひかり,Tsuki no Hikari,Rayon Lune,Mondschein,Luz Lunar,Luz Lunar,Lucelunare,달빛,Dal-ui Bulbit,月光,月光,Yuèguāng / Yuhtgwōng
hidden-power,Hidden Power,めざめるパワー,めざめるパワー,Mezameru Pawā,Puissance Cachée,Kraftreserve,Poder Oculto,Poder Oculto,Introforza,잠재파워,Jamjae Power,覺醒力量,觉醒力量,Juéxǐng Lìliàng / Goksíng Lihkleuhng
