ability,version_group,language,flavor_text
sturdy,omega-ruby-alpha-sapphire,ja,一撃で　倒されない。
sturdy,omega-ruby-alpha-sapphire,es-419,"Evita que el rival pueda debilitarle
de un solo golpe."
sturdy,sun-moon,ja-hrkt,"あいての　わざを　うけても
いちげきで　たおされることが　ない。
いちげきひっさつわざも　きかない。"
sturdy,sun-moon,ko,"상대 기술을 받아도
일격으로 쓰러지지 않는다.
일격필살 기술도 효과 없다."
sturdy,sun-moon,zh-hant,"受到對手的招式攻擊時
不會被一擊打倒。
一擊必殺的招式也沒有效果。"
sturdy,sun-moon,fr,"Le Pokémon encaisse toujours au moins une attaque
s’il a tous ses PV. Il est également immunisé contre
les capacités pouvant mettre K.O. en un coup."
sturdy,sun-moon,de,"Bietet Schutz gegen K.O.-Attacken. Bei vollen KP
übersteht das Pokémon auch K.O.-Treffer."
sturdy,sun-moon,es,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También anula los movimientos fulminantes."
sturdy,sun-moon,it,"Se il Pokémon ha tutti i PS, evita che vada KO
in un sol colpo. Inoltre, è immune alle mosse
che causano KO immediato."
sturdy,sun-moon,en,"It cannot be knocked out with one hit. One-hit KO
moves cannot knock it out, either."
sturdy,sun-moon,ja,"相手の　技を　受けても
一撃で　倒されることが　ない。
一撃必殺技も　効かない。"
sturdy,sun-moon,zh-hans,"即使受到对手的招式攻击，
也不会被一击打倒。
一击必杀的招式也没有效果。"
sturdy,sun-moon,es-419,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También anula los movimientos fulminantes."
sturdy,ultra-sun-ultra-moon,ja-hrkt,"あいての　わざを　うけても
いちげきで　たおされることが　ない。
いちげきひっさつわざも　きかない。"
sturdy,ultra-sun-ultra-moon,ko,"상대 기술을 받아도
일격으로 쓰러지지 않는다.
일격필살 기술도 효과 없다."
sturdy,ultra-sun-ultra-moon,zh-hant,"受到對手的招式攻擊時
不會被一擊打倒。
一擊必殺的招式也沒有效果。"
sturdy,ultra-sun-ultra-moon,fr,"Le Pokémon encaisse toujours au moins une attaque
s’il a tous ses PV. Il est également immunisé contre
les capacités pouvant mettre K.O. en un coup."
sturdy,ultra-sun-ultra-moon,de,"Bietet Schutz gegen K.O.-Attacken. Bei vollen KP
übersteht das Pokémon auch K.O.-Treffer."
sturdy,ultra-sun-ultra-moon,es,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También anula los movimientos fulminantes."
sturdy,ultra-sun-ultra-moon,it,"Se il Pokémon ha tutti i PS, evita che vada KO
in un sol colpo. Inoltre, è immune alle mosse
che causano KO immediato."
sturdy,ultra-sun-ultra-moon,en,"It cannot be knocked out with one hit. One-hit KO
moves cannot knock it out, either."
sturdy,ultra-sun-ultra-moon,ja,"相手の　技を　受けても
一撃で　倒されることが　ない。
一撃必殺技も　効かない。"
sturdy,ultra-sun-ultra-moon,zh-hans,"即使受到对手的招式攻击，
也不会被一击打倒。
一击必杀的招式也没有效果。"
sturdy,ultra-sun-ultra-moon,es-419,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También anula los movimientos fulminantes."
sturdy,lets-go-pikachu-lets-go-eevee,ja-hrkt,"あいての　わざを　うけても
いちげきで　たおされることが　ない。
いちげきひっさつわざも　きかない。"
sturdy,lets-go-pikachu-lets-go-eevee,ko,"상대 기술을 받아도
일격으로 쓰러지지 않는다.
일격필살 기술도 효과 없다."
sturdy,lets-go-pikachu-lets-go-eevee,zh-hant,"受到對手的招式攻擊時
不會被一擊打倒。
一擊必殺的招式也沒有效果。"
sturdy,lets-go-pikachu-lets-go-eevee,fr,"Le Pokémon encaisse toujours au moins une attaque
s’il a tous ses PV. Il est également immunisé contre
les capacités pouvant mettre K.O. en un coup."
sturdy,lets-go-pikachu-lets-go-eevee,de,"Bietet Schutz gegen K.O.-Attacken. Bei vollen KP
übersteht das Pokémon auch K.O.-Treffer."
sturdy,lets-go-pikachu-lets-go-eevee,es,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También anula los movimientos fulminantes."
sturdy,lets-go-pikachu-lets-go-eevee,it,"Se il Pokémon ha tutti i PS, evita che vada KO
in un sol colpo. Inoltre, è immune alle mosse
che causano KO immediato."
sturdy,lets-go-pikachu-lets-go-eevee,en,"It cannot be knocked out with one hit. One-hit KO
moves cannot knock it out, either."
sturdy,lets-go-pikachu-lets-go-eevee,ja,"相手の　技を　受けても
一撃で　倒されることが　ない。
一撃必殺技も　効かない。"
sturdy,lets-go-pikachu-lets-go-eevee,zh-hans,"即使受到对手的招式攻击，
也不会被一击打倒。
一击必杀的招式也没有效果。"
sturdy,lets-go-pikachu-lets-go-eevee,es-419,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También anula los movimientos fulminantes."
sturdy,sword-shield,ja-hrkt,"あいての　わざを　うけても
いちげきで　たおされることが　ない。
いちげきひっさつわざも　きかない。"
sturdy,sword-shield,ko,"상대 기술을 받아도
일격으로 쓰러지지 않는다.
일격필살 기술도 효과 없다."
sturdy,sword-shield,zh-hant,"受到對手的招式攻擊時
不會被一擊打倒。
一擊必殺的招式也沒有效果。"
sturdy,sword-shield,fr,"Le Pokémon encaisse toujours au moins une attaque
s’il a tous ses PV. Il est également immunisé contre
les capacités pouvant mettre K.O. en un coup."
sturdy,sword-shield,de,"Bietet Schutz gegen K.O.-Attacken. Bei vollen KP
übersteht das Pokémon auch K.O.-Treffer."
sturdy,sword-shield,es,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También evita los movimientos fulminantes."
sturdy,sword-shield,it,"Evita che il Pokémon vada KO in un sol colpo se ha
tutti i PS, e lo rende immune alle mosse che causano
KO immediato."
sturdy,sword-shield,en,"It cannot be knocked out with one hit. One-hit KO
moves cannot knock it out, either."
sturdy,sword-shield,ja,"相手の　技を　受けても
一撃で　倒されることが　ない。
一撃必殺技も　効かない。"
sturdy,sword-shield,zh-hans,"即使受到对手的招式攻击，
也不会被一击打倒。
一击必杀的招式也没有效果。"
sturdy,sword-shield,es-419,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También evita los movimientos fulminantes."
sturdy,scarlet-violet,fr,Le Pokémon encaisse toujours au moins une attaque\ns’il a tous ses PV. Il est également immunisé contre\nles capacités pouvant mettre K.O. en un coup.
sturdy,scarlet-violet,en,The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.
damp,ruby-sapphire,fr,Empêche auto-destruction.
damp,ruby-sapphire,en,Prevents self-destruction.
damp,emerald,fr,Empêche auto-destruction.
damp,emerald,en,Prevents self-destruction.
damp,firered-leafgreen,fr,Empêche auto-destruction.
damp,firered-leafgreen,en,Prevents self-destruction.
damp,diamond-pearl,fr,Empêche les combattants de s'autodétruire.
damp,diamond-pearl,en,"Prevents combatants from
self destructing."
damp,platinum,fr,Empêche les combattants de s'autodétruire.
damp,platinum,en,"Prevents combatants from
self destructing."
damp,heartgold-soulsilver,fr,Empêche les combattants de s'autodétruire.
damp,heartgold-soulsilver,en,"Prevents combatants
from self-destructing."
damp,black-white,fr,Empêche les combattants de s'autodétruire.
damp,black-white,en,"Prevents the use of
self-destructing moves."
damp,black-2-white-2,fr,Empêche les combattants de s'autodétruire.
damp,black-2-white-2,en,"Prevents the use of
self-destructing moves."
damp,x-y,ja-hrkt,"だれも　ばくはつが
できなくなる。"
damp,x-y,ko,"누구도 폭발
할 수 없게 된다."
damp,x-y,fr,"Empêche les combattants de
s’autodétruire."
damp,x-y,de,"Hält alle Pokémon davon ab,
zu explodieren."
damp,x-y,es,"Evita que un Pokémon pueda
autodestruirse."
damp,x-y,it,"Impedisce le mosse
autodistruttive."
damp,x-y,en,"Prevents the use of
self-destructing moves."
damp,x-y,ja,"だれも　爆発が
できなくなる。"
damp,x-y,es-419,"Evita que un Pokémon pueda
autodestruirse."
damp,omega-ruby-alpha-sapphire,ja-hrkt,"だれも　ばくはつが
できなくなる。"
damp,omega-ruby-alpha-sapphire,ko,"누구도 폭발
할 수 없게 된다."
damp,omega-ruby-alpha-sapphire,fr,Empêche les combattants de s'autodétruire.
damp,omega-ruby-alpha-sapphire,de,"Hält alle Pokémon davon ab,
zu explodieren."
damp,omega-ruby-alpha-sapphire,es,"Evita que un Pokémon pueda
autodestruirse."
damp,omega-ruby-alpha-sapphire,it,"Impedisce le mosse
autodistruttive."
damp,omega-ruby-alpha-sapphire,en,"Prevents the use of
self-destructing moves."
damp,omega-ruby-alpha-sapphire,ja,"だれも　爆発が
できなくなる。"
damp,omega-ruby-alpha-sapphire,es-419,"Evita que un Pokémon pueda
autodestruirse."
damp,sun-moon,ja-hrkt,"あたりを　しめらせることに　よって
じばく　などの　ばくはつする　わざを
だれも　つかえなくなる。"
damp,sun-moon,ko,"주변을 습하게 함으로써
자폭 등 폭발하는 기술을
아무도 못 쓰게 한다."
damp,sun-moon,zh-hant,"透過把周圍都弄濕，
使誰都無法使用自爆等爆炸類的招式。"
damp,sun-moon,fr,"Le Pokémon augmente l'humidité de l'air, ce qui empêche tous les Pokémon d'utiliser des capacités explosives telles que Destruction."
damp,sun-moon,de,"Befeuchtet die Umgebung und verhindert so den
Einsatz von Attacken wie Finale, die Explosionen
auslösen."
damp,sun-moon,es,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
damp,sun-moon,it,"Aumenta l’umidità circostante, impedendo l’uso
di Autodistruzione e di altre mosse esplosive."
damp,sun-moon,en,"Prevents the use of explosive moves such as
Self-Destruct by dampening its surroundings."
damp,sun-moon,ja,"あたりを　湿らせることに　よって
じばく　などの　爆発する　技を
だれも　使えなくなる。"
damp,sun-moon,zh-hans,"通过把周围都弄湿，
使谁都无法使用自爆等爆炸类的招式。"
damp,sun-moon,es-419,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
damp,ultra-sun-ultra-moon,ja-hrkt,"あたりを　しめらせることに　よって
じばく　などの　ばくはつする　わざを
だれも　つかえなくなる。"
damp,ultra-sun-ultra-moon,ko,"주변을 습하게 함으로써
자폭 등 폭발하는 기술을
아무도 못 쓰게 한다."
damp,ultra-sun-ultra-moon,zh-hant,"透過把周圍都弄濕，
使誰都無法使用自爆等爆炸類的招式。"
damp,ultra-sun-ultra-moon,fr,"Le Pokémon augmente l'humidité de l'air, ce qui empêche tous les Pokémon d'utiliser des capacités explosives telles que Destruction."
damp,ultra-sun-ultra-moon,de,"Befeuchtet die Umgebung und verhindert so den
Einsatz von Attacken wie Finale, die Explosionen
auslösen."
damp,ultra-sun-ultra-moon,es,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
damp,ultra-sun-ultra-moon,it,"Aumenta l’umidità circostante, impedendo l’uso
di Autodistruzione e di altre mosse esplosive."
damp,ultra-sun-ultra-moon,en,"Prevents the use of explosive moves such as
Self-Destruct by dampening its surroundings."
damp,ultra-sun-ultra-moon,ja,"あたりを　湿らせることに　よって
じばく　などの　爆発する　技を
だれも　使えなくなる。"
damp,ultra-sun-ultra-moon,zh-hans,"通过把周围都弄湿，
使谁都无法使用自爆等爆炸类的招式。"
damp,ultra-sun-ultra-moon,es-419,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
damp,lets-go-pikachu-lets-go-eevee,ja-hrkt,"あたりを　しめらせることに　よって
じばく　などの　ばくはつする　わざを
だれも　つかえなくなる。"
damp,lets-go-pikachu-lets-go-eevee,ko,"주변을 습하게 함으로써
자폭 등 폭발하는 기술을
아무도 못 쓰게 한다."
damp,lets-go-pikachu-lets-go-eevee,zh-hant,"透過把周圍都弄濕，
使誰都無法使用自爆等爆炸類的招式。"
damp,lets-go-pikachu-lets-go-eevee,fr,"Le Pokémon augmente l’humidité de l’air,
ce qui empêche tous les Pokémon d’utiliser
des capacités explosives telles que Destruction."
damp,lets-go-pikachu-lets-go-eevee,de,"Befeuchtet die Umgebung und verhindert so den
Einsatz von Attacken wie Finale, die Explosionen
auslösen."
damp,lets-go-pikachu-lets-go-eevee,es,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
damp,lets-go-pikachu-lets-go-eevee,it,"Aumenta l’umidità circostante, impedendo l’uso
di Autodistruzione e di altre mosse esplosive."
damp,lets-go-pikachu-lets-go-eevee,en,"Prevents the use of explosive moves, such as
Self-Destruct, by dampening its surroundings."
damp,lets-go-pikachu-lets-go-eevee,ja,"あたりを　湿らせることに　よって
じばく　などの　爆発する　技を
だれも　使えなくなる。"
damp,lets-go-pikachu-lets-go-eevee,zh-hans,"通过把周围都弄湿，
使谁都无法使用自爆等爆炸类的招式。"
damp,lets-go-pikachu-lets-go-eevee,es-419,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
damp,sword-shield,ja-hrkt,"あたりを　しめらせることに　よって
じばく　などの　ばくはつする　わざを
だれも　つかえなくなる。"
damp,sword-shield,ko,"주변을 습하게 함으로써
자폭 등 폭발하는 기술을
아무도 못 쓰게 한다."
damp,sword-shield,zh-hant,"透過把周圍都弄濕，
使誰都無法使用自爆等爆炸類的招式。"
damp,sword-shield,fr,"Le Pokémon augmente l'humidité de l'air, ce qui empêche tous les Pokémon d'utiliser des capacités explosives telles que Destruction."
damp,sword-shield,de,"Befeuchtet die Umgebung und verhindert so den Einsatz
von Attacken wie Finale, die Explosionen auslösen."
damp,sword-shield,es,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
damp,sword-shield,it,"Aumenta l’umidità circostante, impedendo l’uso
di Autodistruzione e di altre mosse esplosive."
damp,sword-shield,en,"Prevents the use of explosive moves, such as
Self-Destruct, by dampening its surroundings."
damp,sword-shield,ja,"あたりを　湿らせることに　よって
じばく　などの　爆発する　技を
だれも　使えなくなる。"
damp,sword-shield,zh-hans,"通过把周围都弄湿，
使谁都无法使用自爆等爆炸类的招式。"
damp,sword-shield,es-419,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
damp,scarlet-violet,fr,"Le Pokémon augmente l'humidité de l'air, ce qui empêche tous les Pokémon d'utiliser des capacités explosives telles que Destruction."
damp,scarlet-violet,en,"The Pokémon dampens its surroundings, preventing all Pokémon from using explosive moves such as Self-Destruct."
limber,ruby-sapphire,fr,Empêche la paralysie.
limber,ruby-sapphire,en,Prevents paralysis.
limber,emerald,fr,Empêche la paralysie.
limber,emerald,en,Prevents paralysis.
limber,firered-leafgreen,fr,Empêche la paralysie.
limber,firered-leafgreen,en,Prevents paralysis.
limber,diamond-pearl,fr,Protège le Pokémon de la paralysie.
limber,diamond-pearl,en,"The Pokémon is protected
from paralysis."
limber,platinum,fr,Protège le Pokémon de la paralysie.
limber,platinum,en,"The Pokémon is protected
from paralysis."
limber,heartgold-soulsilver,en,"The Pokémon is protected
from paralysis."
limber,black-white,fr,"Protège le Pokémon de
la paralysie."
limber,black-white,en,"The Pokémon is protected
from paralysis."
limber,black-2-white-2,en,"The Pokémon is protected
from paralysis."
limber,x-y,ja-hrkt,"まひ　じょうたいに
ならない。"
